job_title,location,fair,overpaid,underpaid
AI Engineer,Australia,0.82689556509299,0.04291845493562232,0.1301859799713877
AI Engineer,Canada,0.7613903240958196,0.18976045091592297,0.048849224988257396
AI Engineer,Germany,0.8388189738625363,0.09341723136495644,0.06776379477250725
AI Engineer,India,0.2836812144212524,0.07732447817836813,0.6389943074003795
AI Engineer,Netherlands,0.8250728862973761,0.04227405247813411,0.1326530612244898
AI Engineer,Remote,0.835016835016835,0.04040404040404041,0.12457912457912458
AI Engineer,Singapore,0.8207503473830478,0.04075961093098657,0.13849004168596574
AI Engineer,Sweden,0.8271665043816943,0.0433300876338851,0.12950340798442064
AI Engineer,UK,0.7943432406519655,0.13950143815915628,0.06615532118887824
AI Engineer,USA,0.6714082503556188,0.29397818871503084,0.034613560929350404
Backend Developer,Australia,0.7452830188679245,0.14339622641509434,0.11132075471698114
Backend Developer,Canada,0.7674081237911026,0.07059961315280464,0.16199226305609285
Backend Developer,Germany,0.8045662100456621,0.07945205479452055,0.11598173515981736
Backend Developer,India,0.36129970902036856,0.37827352085354027,0.26042677012609117
Backend Developer,Netherlands,0.752,0.1411764705882353,0.1068235294117647
Backend Developer,Remote,0.7399438727782974,0.13797942001870908,0.12207670720299345
Backend Developer,Singapore,0.7369179068650984,0.13970235237638023,0.12337974075852136
Backend Developer,Sweden,0.7650912494150679,0.1254094525035096,0.10949929808142256
Backend Developer,UK,0.805727923627685,0.058233890214797135,0.1360381861575179
Backend Developer,USA,0.6815377313716184,0.07546274323682961,0.24299952539155198
Business Analyst,Australia,0.6401913875598086,0.22057416267942584,0.13923444976076554
Business Analyst,Canada,0.6640297812936249,0.0288506281991624,0.30711959050721266
Business Analyst,Germany,0.7144886363636364,0.09185606060606061,0.19365530303030304
Business Analyst,India,0.25902125556104794,0.6124567474048442,0.12852199703410777
Business Analyst,Netherlands,0.6473761647866602,0.2202059833251594,0.13241785188818048
Business Analyst,Remote,0.6132075471698113,0.24826216484607747,0.1385302879841112
Business Analyst,Singapore,0.6408003904343582,0.21766715470961445,0.14153245485602733
Business Analyst,Sweden,0.6345057034220533,0.22005703422053233,0.14543726235741444
Business Analyst,UK,0.7058538945331398,0.049830672472181904,0.24431543299467828
Business Analyst,USA,0.5552223888055972,0.02948525737131434,0.41529235382308843
Cloud Engineer,Australia,0.7911153119092628,0.08790170132325142,0.12098298676748583
Cloud Engineer,Canada,0.8037974683544303,0.09152872444011685,0.10467380720545277
Cloud Engineer,Germany,0.8363725973385905,0.07491375061606703,0.08871365204534254
Cloud Engineer,India,0.3735576923076923,0.24326923076923077,0.38317307692307695
Cloud Engineer,Netherlands,0.7991266375545851,0.08927704997573993,0.11159631246967491
Cloud Engineer,Remote,0.809666168410563,0.08669656203288491,0.10363726955655207
Cloud Engineer,Singapore,0.7901415324548561,0.08882381649585164,0.12103465104929234
Cloud Engineer,Sweden,0.8135750813575081,0.08554160855416086,0.10088331008833101
Cloud Engineer,UK,0.8261296660117878,0.07858546168958742,0.09528487229862476
Cloud Engineer,USA,0.7360912981455064,0.1445553970518307,0.11935330480266286
Cybersecurity Analyst,Australia,0.7815326035221323,0.10376011423131842,0.11470728224654926
Cybersecurity Analyst,Canada,0.7954652810581011,0.09683514407179972,0.1076995748700992
Cybersecurity Analyst,Germany,0.8335759340126152,0.06404657933042213,0.10237748665696264
Cybersecurity Analyst,India,0.3781117895725693,0.28511038046031,0.3367778299671207
Cybersecurity Analyst,Netherlands,0.7919463087248322,0.09683604985618409,0.1112176414189837
Cybersecurity Analyst,Remote,0.7982292637465052,0.0983224603914259,0.10344827586206896
Cybersecurity Analyst,Singapore,0.7956480605487228,0.0988647114474929,0.1054872280037843
Cybersecurity Analyst,Sweden,0.7943396226415095,0.09433962264150944,0.11132075471698114
Cybersecurity Analyst,UK,0.8264907135874878,0.0689149560117302,0.10459433040078202
Cybersecurity Analyst,USA,0.7327121137812653,0.12309955860716038,0.1441883276115743
Data Analyst,Australia,0.624816086316822,0.24178518881804806,0.13339872486512996
Data Analyst,Canada,0.6471716203259827,0.031639501438159155,0.3211888782358581
Data Analyst,Germany,0.6956521739130435,0.08895552223888056,0.21539230384807595
Data Analyst,India,0.24823029731005192,0.6451156205757432,0.10665408211420481
Data Analyst,Netherlands,0.5882633587786259,0.26288167938931295,0.14885496183206107
Data Analyst,Remote,0.6217120994739359,0.2305117168818747,0.14777618364418937
Data Analyst,Singapore,0.6243926141885325,0.22546161321671526,0.15014577259475217
Data Analyst,Sweden,0.6285296981499513,0.22784810126582278,0.1436222005842259
Data Analyst,UK,0.687793427230047,0.0539906103286385,0.25821596244131456
Data Analyst,USA,0.50830078125,0.01904296875,0.47265625
Data Scientist,Australia,0.7849616858237548,0.10440613026819924,0.11063218390804598
Data Scientist,Canada,0.7815556590591523,0.08989287377736377,0.12855146716348392
Data Scientist,Germany,0.8242918867018723,0.07249159865578493,0.10321651464234277
Data Scientist,India,0.34763092269326684,0.31521197007481294,0.3371571072319202
Data Scientist,Netherlands,0.7923444976076555,0.09808612440191387,0.10956937799043062
Data Scientist,Remote,0.7912037037037037,0.10555555555555556,0.10324074074074074
Data Scientist,Singapore,0.7681775259678942,0.11142587346553352,0.12039660056657224
Data Scientist,Sweden,0.7831900668576887,0.10744985673352435,0.109360076408787
Data Scientist,UK,0.8317523714428358,0.06939590614078882,0.09885172241637544
Data Scientist,USA,0.7464319695528069,0.10228353948620361,0.15128449096098953
DevOps Engineer,Australia,0.79750346740638,0.09061488673139159,0.11188164586222839
DevOps Engineer,Canada,0.8009732360097324,0.09002433090024331,0.10900243309002433
DevOps Engineer,Germany,0.8344760039177277,0.07639569049951028,0.089128305582762
DevOps Engineer,India,0.363901018922853,0.26443474041727316,0.37166424065987386
DevOps Engineer,Netherlands,0.787792083929423,0.10157367668097282,0.11063423938960419
DevOps Engineer,Remote,0.7710325047801148,0.09703632887189292,0.13193116634799235
DevOps Engineer,Singapore,0.7905534351145038,0.09732824427480916,0.11211832061068702
DevOps Engineer,Sweden,0.7853682170542635,0.10174418604651163,0.11288759689922481
DevOps Engineer,UK,0.816458622283865,0.07998150716597319,0.10355987055016182
DevOps Engineer,USA,0.7295719844357976,0.12159533073929961,0.14883268482490272
Frontend Developer,Australia,0.6933527413876759,0.17370208636584183,0.13294517224648228
Frontend Developer,Canada,0.751207729468599,0.04057971014492753,0.20821256038647343
Frontend Developer,Germany,0.7731504164625184,0.08623223909848114,0.14061734443900048
Frontend Developer,India,0.3172845450168512,0.4838709677419355,0.19884448724121329
Frontend Developer,Netherlands,0.6954191033138402,0.1695906432748538,0.13499025341130605
Frontend Developer,Remote,0.721644378405151,0.16097077761267956,0.11738484398216939
Frontend Developer,Singapore,0.699711260827719,0.18479307025986524,0.11549566891241578
Frontend Developer,Sweden,0.7178502879078695,0.17178502879078694,0.11036468330134357
Frontend Developer,UK,0.771050141911069,0.05392620624408704,0.1750236518448439
Frontend Developer,USA,0.6406480117820325,0.048600883652430045,0.31075110456553756
Machine Learning Engineer,Australia,0.8355231143552312,0.047688564476885645,0.11678832116788321
Machine Learning Engineer,Canada,0.7857142857142857,0.15095238095238095,0.06333333333333334
Machine Learning Engineer,Germany,0.8488196885986942,0.08287292817679558,0.0683073832245103
Machine Learning Engineer,India,0.325374531835206,0.14606741573033707,0.528558052434457
Machine Learning Engineer,Netherlands,0.8150548354935194,0.0613160518444666,0.12362911266201396
Machine Learning Engineer,Remote,0.8184834123222748,0.054502369668246446,0.12701421800947868
Machine Learning Engineer,Singapore,0.8113930110100527,0.05935854475825754,0.1292484442316898
Machine Learning Engineer,Sweden,0.824853228962818,0.06164383561643835,0.11350293542074363
Machine Learning Engineer,UK,0.8088954056695992,0.12561094819159335,0.06549364613880743
Machine Learning Engineer,USA,0.7171428571428572,0.21428571428571427,0.06857142857142857
Product Manager,Australia,0.8072344322344323,0.07142857142857142,0.12133699633699634
Product Manager,Canada,0.8103858980466889,0.11910433539780849,0.07050976655550262
Product Manager,Germany,0.839828897338403,0.07366920152091255,0.08650190114068441
Product Manager,India,0.33205374280230326,0.1871401151631478,0.48080614203454897
Product Manager,Netherlands,0.8122915674130539,0.06860409718913768,0.11910433539780849
Product Manager,Remote,0.8330087633885103,0.06669912366114898,0.1002921129503408
Product Manager,Singapore,0.8189655172413793,0.07471264367816093,0.10632183908045977
Product Manager,Sweden,0.8255539839698256,0.07260726072607261,0.10183875530410184
Product Manager,UK,0.8161369193154034,0.10122249388753056,0.08264058679706601
Product Manager,USA,0.7287644787644788,0.18098455598455598,0.09025096525096525
Software Engineer,Australia,0.7784514925373134,0.12686567164179105,0.09468283582089553
Software Engineer,Canada,0.7709230033476805,0.07651841224294596,0.1525585844093735
Software Engineer,Germany,0.8164464023494861,0.07342143906020558,0.11013215859030837
Software Engineer,India,0.3774241670810542,0.3495773247140726,0.2729985082048732
Software Engineer,Netherlands,0.7631578947368421,0.11939571150097465,0.11744639376218323
Software Engineer,Remote,0.7614849187935034,0.12296983758700696,0.11554524361948956
Software Engineer,Singapore,0.750730282375852,0.12950340798442064,0.11976630963972736
Software Engineer,Sweden,0.7747226242161119,0.11770381090207428,0.1075735648818138
Software Engineer,UK,0.8048664122137404,0.059637404580152674,0.13549618320610687
Software Engineer,USA,0.7171998145572555,0.0774223458507186,0.20537783959202596
